"null";"56.01";"Dokumaya elverişli maddelerden vatka ve vatkadan mamul eşya; ";;
"null";;"uzunluğu 5 mm. yi geçmeyen dokumaya elverişli lifler (kırpıntılar),";;
"null";;"dokumaya elverişli maddelerin toz ve tarazları:";;
"null";;" - Dokumaya elverişli maddelerden vatkalar ve bunlardan mamul eşya:  ";" ";
"null";"5601.21";" - - Pamuktan:";" ";
"null";"5601.21.10.00.00";" - - - Hidrofil ";"-";50
"null";;" - - - Diğerleri ";;
"null";"5601.21.90.00.11";" - - - - Kimyasal madde emdirilmemiş kulak çubukları ";"-";50
"null";"5601.21.90.00.19";" - - - - Diğerleri";"-";50
"null";"5601.22";" - - Dokumaya elverişli sentetik ve suni liflerden:";" ";
"null";" ";" - - - Çapı 8 mm. veya daha az olan rulolar :";" ";
"null";"5601.22.10.00.11";" - - - - Sigara filtresi";"-";50
"null";"5601.22.10.00.19";" - - - - Diğerleri ";"-";50
"null";"5601.22.90.00.00";" - - - Diğerleri";"-";50
"null";"5601.29.00.00.00";" - - Diğerleri ";"-";50
"null";"5601.30";" - Dokumaya elverişli maddelerin kırpıntı, toz ve tarazları";" ";
"null";"5601.30.00.00.11";" - - Dokumaya elverişli sentetik veya suni maddelerden olanlar ";"-";50
"null";"5601.30.00.00.19";" - - Dokumaya elverişli diğer maddelerden olanlar ";"-";50
"null";;;" ";
"null";"56.02";"Keçeler (emdirilmiş, sıvanmış, kaplanmış veya lamine edilmiş";" ";
"null";;"olsun olmasın):";" ";
"null";"5602.10";" - İğne işi keçe ve dikiş-trikotaj usulüyle elde edilen lif mensucat:";" ";
"null";;" - - Emdirilmemiş, sıvanmamış, kaplanmamış veya lamine edilmemiş:";;
"null";;" - - - İğne işi keçeler:";;
"null";"5602.10.11.00.00";" - - - - 53.03 Pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli";;
"null";;"         diğer liflerinden ";"-";50
"null";"5602.10.19.00.00";" - - - - Dokumaya elverişli diğer maddelerden ";"-";50
"null";;" - - - Dikiş -trikotaj usulüyle elde edilmiş lif mensucat:";" ";
"null";"5602.10.31.00.00";" - - - - Yünden veya ince hayvan kıllarından ";"-";50
"null";"5602.10.38.00.00";" - - - - Dokumaya elverişli diğer maddelerden ";"-";50
