"null";"49.01";"Kitaplar, broşürler, risaleler ve benzeri matbuat (ayrı ayrı";;
"null";;"sayfalar halinde olsun olmasın):";;
"null";"4901.10";" - Ayrı ayrı sayfalar halinde (katlanmış olsun olmasın):";;
"null";"4901.10.00.10.00";" - - Türkçe basılmış okul kitapları";"-";25
"null";" ";" - - Türkçe basılmış diğerleri";;
"null";"4901.10.00.20.11";" - - - Türk kültürü ile ilgili Türkçe basılmış eserler";"-";25
"null";"4901.10.00.20.12";" - - - Türk kültürü ile ilgili olmayan Türkçe basılmış eserler";"-";25
"null";"4901.10.00.20.19";" - - - Diğerleri";"-";25
"null";" ";" - - Yabancı dilde basılmış kitap ve periyodik olmayan mecmualar";" ";
"null";"4901.10.00.30.11";" - - - Okul kitapları, teknik, ilmi, edebi ve sanata ait kitaplar ";"-";0
"null";"4901.10.00.30.19";" - - - Diğer kitaplar ";"-";0
"null";"4901.10.00.30.21";" - - - Periyodik olmayan mecmualar";"-";0
"null";" ";" - - Yabancı dilde basılmış diğerleri";" ";
"null";"4901.10.00.90.11";" - - - Türk kültürü ile ilgili periyodik yayınlar";"-";0
"null";"4901.10.00.90.19";" - - - Diğerleri";"-";0
"null";;" - Diğerleri:";" ";
"null";"4901.91";" - - Sözlükler ve ansiklopediler (fasikül halinde olsun olmasın):";" ";
"null";" ";" - - - Türkçe basılmış olanlar";" ";
"null";"4901.91.00.10.11";" - - - - Sözlükler";"-";25
"null";"4901.91.00.10.12";" - - - - Ansiklopediler";"-";25
"null";" ";" - - - Diğerleri";" ";
"null";"4901.91.00.90.11";" - - - - Sözlükler";"-";0
"null";"4901.91.00.90.12";" - - - - Ansiklopediler";"-";0
"null";"4901.99";" - - Diğerleri :";" ";
"null";"4901.99.00.10.00";" - - - Türkçe basılmış okul kitapları";"-";25
"null";"4901.99.00.20.00";" - - - Reklam amacı ile yayınlanan gazete ve periyodik yayınlar";"-";60
"null";"4901.99.00.30.00";" - - - Daktilo edilmiş metinler";"-";0
"null";;" - - - Yabancı dilde basılmış kitap ve periyodik olmayan mecmualar";" ";
"null";"4901.99.00.40.11";" - - - - Okul kitapları, teknik, ilmi ve sanata ait kitaplar";"-";0
"null";"4901.99.00.40.19";" - - - - Diğer kitaplar";"-";0
"null";"4901.99.00.40.21";" - - - - Periyodik olmayan mecmualar";"-";0
"null";"4901.99.00.90.00";" - - - Diğerleri";"-";25
"null";;;" ";
"null";"49.02";"Gazeteler ve periyodik yayınlar (resimli olsun olmasın veya reklam";" ";
"null";;"içersin içermesin):";" ";
"null";"4902.10";" - Haftada en az dört kere çıkanlar :";" ";
"null";"4902.10.00.10.00";" - - Türkçe basılmış olanlar";"-";50
"null";"4902.10.00.20.00";" - - Her dilde moda mecmuaları";"-";50
"null";"4902.10.00.30.00";" - - Reklam amaçlı olanlar";"-";60
"null";;" - - Diğerleri";" ";
"null";"4902.10.00.90.11";" - - - Siyasi ve ticari gazeteler ";"-";0
"null";"4902.10.00.90.12";" - - - Teknik, ilmi, mesleki ve sanata ait gazeteler ";"-";0
