"null";"12.01";"Soya fasulyesi (kırılmış olsun olmasın):";;
"null";"1201.10.00.00.00";" - Tohumluk olanlar";"-";30
"null";"1201.90.00.00.00";" - Diğerleri";"-";30
"null";;;;
"null";"12.02";"Yer fıstığı (kavrulmamış veya başka şekilde pişirilmemiş, kabuklu";;
"null";;"veya kırılmış olsun olmasın)";;
"null";"1202.30.00.00.00";" - Tohumluk olanlar";"-";30
"null";;" - Diğerleri:";;
"null";"1202.41.00.00.00";" - - Kabuklu";"-";36
"null";"1202.42.00.00.00";" - - Kabuksuz (kırılmış olsun olmasın)";"-";36
"null";"1203.00.00.00.00";"Kopra";"-";30
"null";;;;
"null";"1204.00";"Keten tohumu (kırılmış olsun olmasın):";;
"null";"1204.00.10.00.00";" - Tohumluk olanlar";"-";30
"null";"1204.00.90.00.00";" - Diğerleri";"-";30
"null";;;;
"null";"12.05";"Rep veya kolza tohumları (kırılmış olsun olmasın):";;
"null";"1205.10";" - Düşük erusik asitli rep veya kolza tohumları:";;
"null";"1205.10.10.00.00";" - - Tohumluk olanlar";"-";30
"null";"1205.10.90.00.00";" - - Diğerleri";"-";30
"null";"1205.90.00.00.00";" - Diğerleri ";"-";30
"null";;;;
"null";"1206.00";"Ayçiçeği tohumu (kırılmış olsun olmasın):";;
"null";"1206.00.10.00.00";" - Tohumluk olanlar";"-";30
"null";;" - Diğerleri :";;
"null";;" - - Kabuksuz; gri beyaz çizgili kabuklu";;
"null";"1206.00.91.00.11";" - - - Çerezlik olanlar";"-";30
"null";"1206.00.91.00.19";" - - - Diğerleri";"-";30
"null";;" - - Diğerleri";;
"null";"1206.00.99.00.11";" - - - Çerezlik olanlar";"-";30
"null";"1206.00.99.00.19";" - - - Diğerleri";"-";30
"null";;;;
"null";"12.07";"Diğer yağlı tohumlar ve meyveler (kırılmış olsun olmasın) :";;
"null";"1207.10.00.00.00";" - Palm meyvesi ve çekirdeği";"-";30
"null";;" - Pamuk tohumu:";;
"null";"1207.21.00.00.00";" - - Tohumluk olanlar";"-";30
"null";"1207.29.00.00.00";" - - Diğerleri";"-";30
"null";"1207.30.00.00.00";" - Hint yağı tohumu";"-";30
"null";"1207.40";" - Susam tohumu:";;
"null";"1207.40.10.00.00";" - - Tohumluk olanlar";"-";30
"null";;" - - Diğerleri:";;
"null";"1207.40.90.00.11";" - - - Ham ";"-";30
