"null";"66.01";"Şemsiyeler ve güneş şemsiyeleri (bastonlu şemsiyeler, bahçe";;
"null";;"şemsiyeleri ve benzeri şemsiyeler dahil):";;
"null";"6601.10.00.00.00";" - Bahçe şemsiyeleri ve benzeri şemsiyeler";" Adet";100
"null";;" - Diğerleri:";;
"null";"6601.91.00.00.00";" - - İçiçe girebilen milleri olanlar";" Adet";100
"null";"6601.99";" - - Diğerleri:";;
"null";"6601.99.20.00.00";" - - - Kılıfları dokunmuş mensucattan olanlar";" Adet";100
"null";"6601.99.90.00.00";" - - - Diğerleri";" Adet";100
"null";;;;
"null";"6602.00.00.00.00";"Bastonlar, iskemle bastonlar, kamçılar, kırbaçlar ve benzerleri";"-";100
"null";;;;
"null";"66.03";"66.01 ve 66.02 Pozisyonlarına dahil eşyanın aksam, süs ve";;
"null";;"teferruatı:";;
"null";"6603.20.00.00.00";" - Şemsiyelerin bir araya getirilmiş tel mesnetleri (mil üzerine";" ";
"null";;"   monte edilenler dahil)";"-";60
"null";"6603.90";" - Diğerleri :";" ";
"null";"6603.90.10.00.00";" - - Saplar ve uçlar";"-";60
"null";;" - - Diğerleri:";;
"null";"6603.90.90.10.00";" - - - 66.01 Pozisyonuna giren eşyanın aksamı";"-";60
"null";"6603.90.90.90.00";" - - - Diğerleri";"-";60
