"null";;"    I. HİDROKARBONLAR VE BUNLARIN HALOJENLENMİŞ, SÜLFO-";;
"null";;"       LANMIŞ, NİTROLANMIŞ VEYA NİTROZOLANMIŞ TÜREVLERİ";;
"null";;;;
"null";"29.01";"Asiklik hidrokarbonlar:";;
"null";"2901.10";" - Doymuş:";;
"null";;" - - Güç temininde veya yakıt olarak kullanılmaya mahsus olanlar";;
"null";"2901.10.00.10.11";" - - - Bütanlar";"-";25
"null";"2901.10.00.10.19";" - - - Güç temininde veya yakıt olarak kullanılmaya mahsus diğer";"-";25
"null";;"        doymuş asiklik hidrokarbonlar";;
"null";;" - - Diğer amaçlar için kullanılanlar";;
"null";"2901.10.00.90.11";" - - - Hekzan";"-";50
"null";"2901.10.00.90.12";" - - - Heptan";"-";50
"null";"2901.10.00.90.13";" - - - Pentan";"-";50
"null";"2901.10.00.90.19";" - - - Diğer doymuş asiklik hidrokarbonlar";"-";50
"null";;" - Doymamış:";;
"null";"2901.21";" - - Etilen :";;
"null";"2901.21.00.00.11";" - - - Güç temininde veya yakıt olarak kullanılmaya mahsus olanlar";"-";50
"null";"2901.21.00.00.19";" - - - Diğer amaçlar için kullanılanlar";"-";50
"null";"2901.22";" - - Propen (propilen) :";;
"null";"2901.22.00.00.11";" - - - Güç temininde veya yakıt olarak kullanılmaya mahsus olanlar";"-";50
"null";"2901.22.00.00.19";" - - - Diğer amaçlar için kullanılanlar";"-";50
"null";"2901.23.00.00.00";" - - Büten (bütilen) ve izomerleri";"-";50
"null";"2901.24.00.00.00";" - - 1,3 - Butadien ve izopren";"-";50
"null";"2901.29";" - - Diğerleri :";;
"null";"2901.29.00.10.00";" - - - Terpenler";"-";50
"null";;" - - - Diğerleri";;
"null";"2901.29.00.90.11";" - - - - Diğer alkenler (diğer olefinler)";"-";50
"null";"2901.29.00.90.12";" - - - - Asetilen";"-";50
"null";"2901.29.00.90.13";" - - - - 1,2 Butadien";"-";50
"null";"2901.29.00.90.14";" - - - - 3 - Metil - 1,2 - butadien";"-";50
"null";"2901.29.00.90.19";" - - - - Diğer alkinler (diğer asetilenler)";"-";50
"null";;;;
"null";"29.02";"Siklik hidrokarbonlar:";;
"null";;" - Siklanlar, siklenler ve sikloterpenler:";;
"null";"2902.11.00.00.00";" - - Siklohekzan";"-";25
"null";"2902.19";" - - Diğerleri:";;
"null";;" - - - Sikloterpenler :";;
"null";"2902.19.00.00.11";" - - - - Pinen";"-";25
"null";"2902.19.00.00.12";" - - - - Kamfen";"-";25
"null";"2902.19.00.00.13";" - - - - Dipenten (limonen dahil)";"-";25
"null";"2902.19.00.00.19";" - - - - Diğer sikloterpenler";"-";25
"null";;" - - - Diğerleri :";;
"null";"2902.19.00.00.21";" - - - - Siklohekzen";"-";25
"null";"2902.19.00.00.29";" - - - - Diğerleri";"-";25
"null";"2902.20.00.00.00";" - Benzen (benzol)";"-";25
"null";"2902.30.00.00.00";" - Toluen (toluol):";"-";25
"null";;" - Ksilenler (ksiloller):";;
"null";"2902.41.00.00.00";" - - o - Ksilen";"-";25
"null";"2902.42.00.00.00";" - - m - Ksilen";"-";25
"null";"2902.43.00.00.00";" - - p - Ksilen";"-";25
"null";"2902.44.00.00.00";" - - Ksilen izomerleri karışımları:";"-";25
"null";"2902.50.00.00.00";" - Stiren (vinil benzen)";"-";25
"null";"2902.60.00.00.00";" - Etilbenzen";"-";25
"null";"2902.70.00.00.00";" - Kümen (izopropil benzen)";"-";25
"null";"2902.90";" - Diğerleri:";;
"null";;" - - Naftalen ve antrasen :";;
"null";"2902.90.00.11.00";" - - - Naftalen";"-";50
"null";"2902.90.00.12.00";" - - - Antrasen";"-";25
"null";;" - - Difenil ve terfeniller:";;
"null";"2902.90.00.21.00";" - - - Difenil";"-";40
"null";"2902.90.00.22.00";" - - - Terfeniller";"-";25
"null";;" - - Diğerleri :";" ";
"null";"2902.90.00.91.00";" - - - Difenilmetan";"-";40
"null";"2902.90.00.99.00";" - - - Diğerleri";"-";25
"null";;;;
"null";"29.03";"Hidrokarbonların halojenlenmiş türevleri:";;
"null";;" - Asiklik hidrokarbonların doymuş klorlanmış türevleri:";;
"null";"2903.11";" - - Klorometan (metil klorür) ve kloroetan (etil klorür) :";;
"null";"2903.11.00.00.11";" - - - Metil klorür";"-";25
"null";"2903.11.00.00.12";" - - - Etil klorür";"-";25
"null";"2903.12.00.00.00";" - - Diklorometan (metilen klorür)";"-";25
"null";"2903.13.00.00.00";" - - Kloroform (triklorometan)";"-";25
"null";"2903.14.00.00.00";" - - Karbon tetraklorür";"-";25
"null";"2903.15.00.00.00";" - - Etilen diklorür (ISO) (1,2 -Dikloroetan)";"-";25
"null";"2903.19";" - - Diğerleri:";;
"null";"2903.19.00.00.11";" - - - Hekzakloretan";"-";25
"null";"2903.19.00.00.19";" - - - Diğerleri";"-";25
"null";;" - Asiklik hidrokarbonların doymamış klorlanmış türevleri:";;
"null";"2903.21.00.00.00";" - - Vinil klorür (kloroetilen)";"-";25
"null";"2903.22.00.00.00";" - - Trikloroetilen";"-";25
"null";"2903.23.00.00.00";" - - Tetrakloroetilen (perkloroetilen)";"-";25
"null";"2903.29.00.00.00";" - - Diğerleri";"-";25
"null";;" - Asiklik hidrokarbonların doymuş florlanmış türevleri:";;
"null";"2903.41.00.00.00";" - - Triflormetan (HFC-23)";"-";25
"null";"2903.42.00.00.00";" - - Diflormetan (HFC-32)";"-";25
"null";"2903.43.00.00.00";" - - Flormetan (HFC-41), 1,2-difloroetan (HFC-152), 1,1 - Difloretan (HFC-152a) ";"-";25
"null";"2903.44";" - - Pentafloretan (HFC-125), 1,1,1 - trifloretan (HFC-143a),";;
"null";;"     1,1,2 - trifloretan (HFC-143):";;
"null";"2903.44.00.00.11";" - - - Pentafloretan (HFC-125)";"-";25
"null";"2903.44.00.00.12";" - - - 1,1,1 - trifloretan (HFC-143a)";"-";25
"null";"2903.44.00.00.13";" - - - 1,1,2 - trifloretan (HFC-143)";"-";25
"null";"2903.45.00.00.00";" - - 1,1,1,2 - tetrafloretan (HFC-134-a) ve 1,1,2,2 -tetrafloretan (HFC-134) ";"-";25
"null";"2903.46.00.00.00";" - - 1,1,1,2,3,3,3 - heptaflorpropan (HFC-227ea), 1,1,1,2,2,3 - hekzaflorpropan ";;
"null";;"     (HFC-236cb), 1,1,1,2,3,3 - hekzaflorpropan (HFC-236ea), 1,1,1,3,3,3 -  ";;
"null";;"      hekzaflorpropan (HFC-236fa) ";"-";25
"null";"2903.47.00.00.00";" - - 1,1,1,3,3 - Pentafloropropan (HFC-245fa), 1,1,2,2,3 - pentaflorpropan";;
"null";;"    (HFC-245ca)";"-";25
"null";"2903.48.00.00.00";" - - 1,1,1,3,3 - pentaflorbütan (HFC-365mfc), 1,1,1,2,2,3,4,5,5,5 -";;
"null";;"    dekaflorpentan (HFC-43-10mee) ";"-";25
"null";"2903.49";" - - Diğerleri:";;
"null";"2903.49.10.00.00";" - - - Diğer Pentaflorpropanlar, hekzaflorpropanlar, heptaflorpropanlar";"-";25
"null";;" - - - Perflorlanmış türevler:";;
"null";"2903.49.30.00.11";" - - - - Perfloroetan";"-";25
"null";"2903.49.30.00.12";" - - - - Perfloropropan";"-";25
"null";"2903.49.30.00.13";" - - - - Perflorobütan";"-";25
"null";"2903.49.30.00.15";" - - - - Perfloropentan";"-";25
"null";"2903.49.30.00.16";" - - - - Perflorohekzan";"-";25
"null";"2903.49.30.00.17";" - - - - Perflorometan";"-";25
"null";"2903.49.30.00.19";" - - - - Diğerleri";"-";25
"null";"2903.49.90.00.00";" - - - Diğerleri";"-";25
"null";;" - Asiklik hidrokarbonların doymamış florlanmış türevleri:";;
"null";"2903.51.00.00.00";" - - 2,3,3,3-Tetraflorpropen (HFO-1234yf), 1,3,3,3-tetraflorpropen ";;
"null";;"   (HFO-1234ze) ve (Z)-1,1,1,4,4,4-hekzaflor-2-büten (HFO-1336mzz)";"-";25
"null";"2903.59.00.00.00";" - - Diğerleri";"-";25
"null";;" - Asiklik hidrokarbonların bromlanmış veya iyodlanmış türevleri:";;
"null";"2903.61.00.00.00";" - - Metil bromür (bromometan)";"-";25
"null";"2903.62.00.00.00";" - - Etilen dibromür (ISO) (1,2-dibromoetan)";"-";25
"null";"2903.69";" - - Diğerleri:";;
"null";;" - - - Bromürler:";;
"null";"2903.69.11.00.00";" - - - - Dibromometan";"-";25
"null";;" - - - - Diğerleri:";;
"null";"2903.69.19.00.11";" - - - - - 1,1-Dibromoetan";"-";25
"null";"2903.69.19.00.13";" - - - - - Vinilbromür";"-";25
"null";"2903.69.19.00.14";" - - - - -Etil bromür";"-";25
