"null";"19.01";"Malt hülasası; tarifenin başka yerinde belirtilmeyen veya yer";;
"null";;"almayan esasını un, hububatın kabaca öğütülmesinden elde ";;
"null";;"edilen küçük parçalar, kaba un, nişasta veya malt hülasası teşkil";;
"null";;"eden gıda müstahzarları (içinde kakao bulunmayanlar veya";;
"null";"                                   ";"tamamen yağının alınması esasına göre hesaplanan içindeki";;
"null";;"kakao miktarı ağırlık itibariyle % 40'dan az olanlar); tarifenin";;
"null";;"başka yerinde belirtilmeyen veya yer almayan esasını 04.01 ila";;
"null";;"04.04 pozisyonlarında yer alan maddeler teşkil eden gıda ";;
"null";;"müstahzarları ( içinde kakao  bulunmayanlar veya tamamen ";;
"null";;"yağının alınması esasına göre hesaplandığında içindeki";;
"null";;"kakao miktarı ağırlık itibariyle % 5'den az olanlar ):";;
"null";"1901.10";" - Bebek veya küçük çocukların beslenmesinde kullanılan";;
"null";;"    müstahzarlar (perakende satılacak hale getirilmiş):";;
"null";;" - - Esasını 04.01 ila 04.04 pozisyonlarında yer alan maddeler";;
"null";;"      teşkil edenler:";;
"null";"1901.10.00.11.00";" - - - Diyet mamaları";"-";75
"null";"1901.10.00.19.00";" - - - Diğerleri";"-";75
"null";"1901.10.00.20.00";" - - Esasını 04.01 ila 04.04 pozisyonlarında yer alan maddeler teşkil";;
"null";;"      edenler ve ağırlık itibariyle %5'den az kakao içerenler";"-";100
"null";"1901.10.00.90.00";" - - Diğerleri";"-";60
"null";"1901.20";" - 19.05 Pozisyonunda yer alan ekmekçilik mamullerinin hazırlan -";;
"null";;"    masında  kullanılan karışımlar ve hamurlar:";;
"null";"1901.20.00.10.00";" - - Esasını 04.01 ila 04.04 pozisyonlarında yer alan maddeler";;
"null";;"      teşkil edenler";"-";75
"null";"1901.20.00.20.00";" - - Esasını 04.01 ila 04.04 pozisyonlarında yer alan maddeler teşkil ";;
"null";;"      edenler ve ağırlık itibariyle % 5'den az kakao  içerenler";"-";100
"null";"1901.20.00.90.00";" - - Diğerleri";"-";60
"null";"1901.90";" - Diğerleri:";;
"null";;" - - Malt hülasası:";;
"null";"1901.90.11.00.00";" - - - Kuru hülasa oranı ağırlık itibariyle % 90 veya daha fazla olanlar";"-";70
"null";"1901.90.19.00.00";" - - - Diğerleri";"-";70
"null";;" - - Diğerleri:";;
"null";"1901.90.91.00.00";" - - - Katı süt yağı,sakkaroz, izoglikoz,glikoz veya nişasta içermeyen";;
"null";;"        veya % 1,5'dan az katı süt yağı, % 5 sakkaroz ( invert şeker dahil)";;
"null";;"        veya izoglikoz, % 5 glikoz veya nişasta içerenler (04.01 ila 04.04";;
"null";;"        pozisyonlarındaki ürünlerin toz halindeki gıda müstahzarları hariç)";"-";50
"null";"1901.90.95.00.00";" - - - Katı/sıvı yağ içeriği ağırlıkça %30'u geçmeyen, yağsız süt ve/veya peyniraltı";;
"null";;"        suyu ve bitkisel katı/sıvı yağların karışımdan oluşan toz şeklinde ";;
"null";;"        gıda müstahzarları";"-";50
"null";;" - - - Diğerleri :";;
"null";"1901.90.99.10.00";" - - - - Esasını 04.01 ila 04.04 pozisyonlarında yer alan maddeler";;
"null";;"          teşkil edenler";"-";75
"null";"1901.90.99.20.00";" - - - - Esasını 04.01 ila 04.04 pozisyonlarında yer alan maddeler teşkil";;
"null";;"          edenler ve ağırlık itibariyle % 5'den az kakao tozu içerenler";"-";100
"null";;" - - - - Diğerleri";;
"null";"1901.90.99.90.11";" - - - - - Fenilketonüri hastaları için düşük proteinli un";"-";60
"null";"1901.90.99.90.12";" - - - - - Fenilketonüri hastaları için düşük proteinli pirinç";"-";60
"null";"1901.90.99.90.13";" - - - - - Fenilketonüri hastaları için yumurta ikamesi";"-";60
"null";"1901.90.99.90.19";" - - - - - Diğerleri";"-";60
"null";;;;
"null";"19.02";"Makarnalar (pişirilmiş veya et ile veya diğer maddelerle doldu-";;
"null";;"rulmuş  veya başka şekilde hazırlanmış olsun olmasın) (spagetti, ";;
"null";;"makaroni, şehriye, lazanya, gnocchi, ravioli, canelloni gibi); ";;
"null";;"kuskus (hazırlanmış olsun olmasın):";;
"null";;" - Pişirilmemiş makarna (doldurulmamış veya başka şekilde ";;
"null";;"   hazırlanmamış) :";;
"null";"1902.11";" - - Yumurta içerenler";;
"null";"1902.11.00.00.11";" - - - Sadece yumurta ve makarnalık buğday (durum buğdayı) unu ve";;
"null";;"        irmiği içerenler";"-";50
"null";"1902.11.00.00.19";" - - - Diğerleri";"-";50
"null";"1902.19";" - - Diğerleri :";;
"null";;" - - - Ekmeklik buğday unu veya irmiği içermeyenler";;
"null";"1902.19.10.00.11";" - - - - Fenilketonüri hastaları için düşük proteinli makarna";"-";50
"null";"1902.19.10.00.19";" - - - - Diğerleri";"-";50
"null";;" - - - Diğerleri";;
"null";"1902.19.90.00.11";" - - - - Sebzeli olanlar";"-";50
"null";"1902.19.90.00.12";" - - - - Sade olanlar";"-";50
"null";"1902.19.90.00.13";" - - - - Fenilketonüri hastaları için düşük proteinli makarna";"-";50
"null";"1902.19.90.00.19";" - - - - Diğerleri";"-";50
"null";"1902.20";" - Doldurulmuş makarnalar (pişirilmiş veya başka şekilde";;
"null";;"   hazırlanmış olsun olmasın):";;
"null";"1902.20.10.00.00";" - - Ağırlık itibariyle % 20'den fazla balık, yumuşakça, kabuklu hayvan";;
"null";;"     ve diğer su omurgasızları içerenler";"-";60
"null";;" - - Ağırlık itibariyle % 20'den fazla sosis ve benzerlerini, her cins et ve";;
"null";;"     sakatatı içerenler (her türlü katı yağ dahil):";;
"null";"1902.20.30.10.00";" - - - Et ve sakatat içerenler";"-";80
"null";"1902.20.30.90.00";" - - - Diğerleri";"-";75
"null";;" - - Diğerleri:";;
"null";"1902.20.91.00.00";" - - - Pişirilmiş";"-";75
"null";"1902.20.99.00.00";" - - - Diğerleri";"-";75
"null";;;;
"null";"1902.30";" - Diğer makarnalar:";;
"null";"1902.30.10.00.00";" - - Kurutulmuş";"-";75
"null";"1902.30.90.00.00";" - - Diğerleri";"-";75
"null";"1902.40";" - Kuskus:";;
"null";"1902.40.10.00.00";" - - Hazırlanmamış kuskus";"-";50
"null";"1902.40.90.00.00";" - - Diğerleri";"-";75
"null";;;;
"null";"1903.00.00.00.00";"Tapyoka ve nişastadan hazırlanan tapyoka benzerleri (flokon,";;
"null";;"dane, yuvarlak, kalbur içi kalıntısı veya benzeri şekillerde)";"-";50
"null";;;;
"null";"19.04";"Hububat veya hububat ürünlerinin kabartılması veya kavrulması";;
"null";;"suretiyle elde edilen gıda mamulleri (corn flakes gibi); tarifenin";;
"null";;"başka yerinde belirtilmeyen veya yer almayan ön pişirme ya -";;
"null";;"pılmış veya başka surette hazırlanmış dane (mısır hariç) veya";;
"null";;"flokon halindeki hububat veya diğer şekilde işlenmiş daneler ";;
"null";;"(un, hububatın kabaca öğütülmesinden elde edilen küçük ";;
"null";;"parçalar ve kaba un hariç) :";;
"null";"1904.10";" - Hububat veya hububat ürünlerinin kabartılması veya kavrul -";;
"null";;"   ması suretiyle elde edilen gıda mamulleri:";;
"null";" ";" - - Mısırdan elde edilenler:";;
"null";"1904.10.10.10.00";" - - - Kakao içerenler";"-";100
"null";"1904.10.10.90.00";" - - - Diğerleri";"-";50
"null";" ";" - - Pirinçten elde edilenler:";;
"null";"1904.10.30.10.00";" - - - Kakao içerenler";"-";100
"null";"1904.10.30.90.00";" - - - Diğerleri";"-";50
"null";" ";" - - Diğerleri:";;
"null";"1904.10.90.10.00";" - - - Kakao içerenler";"-";100
"null";"1904.10.90.90.00";" - - - Diğerleri";"-";50
"null";"1904.20";" - Kavrulmamış hububat flokonlarından veya kavrulmamış hubu -";;
"null";;"   bat flokonları ile kavrulmuş hububat flokonları yada kabartılmış";;
"null";;"   hububat karışımlarından elde edilen hazır gıdalar :";;
