"null";"4701.00";"Mekaniksel odun hamurları:";;
"null";"4701.00.10.00.00";"- Termo-mekaniksel odun hamuru (TMP)";"Kg %90 sdt";15
"null";"4701.00.90.00.00";"- Diğerleri";"Kg %90 sdt";15
"null";;;;
"null";"4702.00.00.00.00";"Çözünür kimyasal odun hamuru";"Kg %90 sdt";15
"null";;;;
"null";"47.03";"Sodalı veya sülfatlı kimyasal odun hamuru (çözünür kimyasal";;
"null";;"odun hamuru hariç) :";;
"null";;"- Beyazlatılmamış:";;
"null";"4703.11.00.00.00";" - - İğne yapraklı ağaçlardan";"Kg %90 sdt";15
"null";"4703.19.00.00.00";" - - Geniş yapraklı ağaçlardan";"Kg %90 sdt";15
"null";;"- Yarı beyazlatılmış veya beyazlatılmış:";;
"null";"4703.21.00.00.00";" - - İğne yapraklı ağaçlardan";"Kg %90 sdt";15
"null";"4703.29.00.00.00";" - - Geniş yapraklı ağaçlardan";"Kg %90 sdt";15
"null";;;;
"null";"47.04";"Sülfitli kimyasal odun hamuru (çözünür kimyasal odun";;
"null";;"hamuru hariç):";;
"null";;"- Beyazlatılmamış:";;
"null";"4704.11.00.00.00";" - - İğne yapraklı ağaçlardan";"Kg %90 sdt";15
"null";"4704.19.00.00.00";" - - Geniş yapraklı ağaçlardan";"Kg %90 sdt";15
"null";;"- Yarı beyazlatılmış veya beyazlatılmış:";;
"null";"4704.21.00.00.00";" - - İğne yapraklı ağaçlardan";"Kg %90 sdt";15
"null";"4704.29.00.00.00";" - - Geniş yapraklı ağaçlardan";"Kg %90 sdt";15
"null";"4705.00.00.00.00";"Mekanik ve kimyasal odun hamuru üretme işlemlerinin";;
"null";;" birleştirilmesinden elde edilen odun hamurları";"Kg %90 sdt";15
"null";;;;
"null";"47.06";"Geri kazanım amaçlı döküntü ve hurda kağıt veya kartondan veya";;
"null";;"diğer lifli selülozik maddelerden elde edilmiş lif hamurları:";;
"null";"4706.10";" - Linter pamuğu hamuru";;
"null";"4706.10.00.00.11";" - - Beyazlatılmamış linter pamuğu hamuru";"-";15
"null";"4706.10.00.00.12";" - - Yarı beyazlatılmış veya beyazlatılmış linter pamuğu hamuru ";"-";15
"null";"4706.20.00.00.00";" - Geri kazanım amaçlı döküntü ve hurda kağıt ve kartonların liflerinin ";;
"null";;"   hamurları";"Kg %90 sdt";15
"null";"4706.30.00.00.00";"- Diğerleri (bambudan olanlar)";"Kg %90 sdt";15
"null";;"- Diğerleri:";;
"null";"4706.91.00.00.00";" - - Mekaniksel olanlar";"Kg %90 sdt";15
"null";"4706.92.00.00.00";" - - Kimyasal olanlar ";"Kg %90 sdt";15
"null";"4706.93.00.00.00";" - - Mekanik veya kimyasal işlemlerin karışımından elde edilenler";"Kg %90 sdt";15
"null";;;;
"null";"47.07";"Geri kazanım amaçlı kağıt veya karton döküntü, kırpıntı ve";;
"null";;"hurdaları:";;
"null";"4707.10.00.00.00";" - Beyazlatılmamış kraft kağıdı veya karton ya da oluklu kağıt";;
"null";;"   veya kartondan olanlar";"-";30
"null";"4707.20.00.00.00";"- Esas olarak beyazlatılmış , fakat kütle halinde boyanmamış";" ";
"null";;"  kimyasal hamurdan elde edilen kağıt veya kartondan olanlar";"-";30
"null";"4707.30";" - Esas olarak mekaniksel hamurdan elde edilen kağıt veya kar -";;
"null";;"   tondan olanlar (gazeteler, periyodik yayınlar ve benzeri basılı";;
"null";;"   kağıtlar gibi):";;
"null";"4707.30.10.00.00";" - - Gazete ve dergilerin eski sayıları ve satılmayanları, telefon";;
"null";;"      rehberleri, broşürler ve basılı yayınlar";"-";30
"null";"4707.30.90.00.00";" - - Diğerleri";"-";30
"null";"4707.90";"- Diğerleri (ayıklanmamış döküntü, kırpıntı ve hurdalar dahil):";;
"null";"4707.90.10.00.00";" - - Ayıklanmamış";"-";30
"null";"4707.90.90.00.00";" - - Ayıklanmış";"-";30
