"null";"08.01";"Hindistan cevizi, Brezilya cevizi ve Kaju cevizi ( taze veya kuru -";;
"null";;" tulmuş) (kabuğu çıkarılmış veya kabuğu soyulmuş olsun olmasın):";;
"null";;" - Hindistan cevizi:";;
"null";"0801.11.00.00.00";" - - Kurutulmuş";"-";75
"null";"0801.12.00.00.00";" - - İç kabuklu (endokarp)";"-";75
"null";"0801.19.00.00.00";" - - Diğerleri";"-";75
"null";;" - Brezilya cevizi :";;
"null";"0801.21.00.00.00";" - - Kabuklu";"-";75
"null";"0801.22.00.00.00";" - - Kabuksuz ";"-";75
"null";;" - Kaju cevizi :";;
"null";"0801.31.00.00.00";" - - Kabuklu ";"-";75
"null";"0801.32.00.00.00";" - - Kabuksuz";"-";75
"null";;;;
"null";"08.02";"Diğer sert kabuklu meyvalar (taze veya kurutulmuş)(kabuğu çıkarıl -";;
"null";;"mış veya soyulmuş olsun olmasın): ";;
"null";;" - Bademler:";;
"null";"0802.11";" - - Kabuklu:";;
"null";"0802.11.10.00.00";" - - - Acı bademler";"-";48
"null";"0802.11.90.00.00";" - - - Diğerleri";"-";48
"null";"0802.12";" - - Kabuksuz:";;
"null";"0802.12.10.00.00";" - - - Acı bademler";"-";48
"null";"0802.12.90.00.00";" - - - Diğerleri";"-";48
"null";;" - Fındıklar veya filbert (Corylus spp.):";;
"null";"0802.21.00.00.00";" - - Kabuklu";"-";48
"null";"0802.22.00.00.00";" - - Kabuksuz";"-";48
"null";;" - Cevizler:";;
"null";"0802.31.00.00.00";" - - Kabuklu";"-";48
"null";"0802.32.00.00.00";" - - Kabuksuz";"-";48
"null";;" - Kestane (Castanea Spp.):";;
"null";"0802.41.00.00.00";" - - Kabuklu";"-";48
"null";"0802.42.00.00.00";" - - Kabuksuz";"-";48
"null";;" - Antep fıstığı:";;
"null";"0802.51.00.00.00";" - - Kabuklu";"-";48
"null";"0802.52.00.00.00";" - - Kabuksuz";"-";48
"null";;" - Avustralya fındığı (Makadamya cevizi):";;
