"null";"14.01";"Özellikle örgü için kullanılan türdeki bitkisel maddeler (bambu,";;
"null";;"Hint kamışı, kamışlar, sazlar, sepetçi söğüdü, rafya,";;
"null";;"temizlenmiş, beyazlatılmış veya boyanmış hububat sapları ve";;
"null";;"ıhlamur ağacı kabukları gibi):";;
"null";"1401.10.00.00.00";" - Bambular";"-";50
"null";"1401.20.00.00.00";" - Hint kamışı";"-";50
"null";"1401.90";" - Diğerleri :";" ";
"null";"1401.90.00.10.00";" - - Kamışlar";"-";50
"null";;" - - Diğerleri";;"  "
"null";"1401.90.00.90.11";" - - - Sepetçi söğüdü";"-";50
"null";"1401.90.00.90.12";" - - - Rafya";"-";50
"null";"1401.90.00.90.13";" - - - Temizlenmiş, beyazlatılmış veya boyanmış hububat sapları";"-";50
"null";"1401.90.00.90.19";" - - - Diğerleri";"-";50
"null";;;;
"null";"(14.02)";;;
"null";;;;
"null";"(14.03)";;;
"null";;;;
"null";"14.04";"Tarifenin başka yerinde belirtilmeyen veya yer almayan bitkisel";;
"null";;"ürünler:";;
"null";"1404.20.00.00.00";" - Pamuk linteri";"-";10
"null";"1404.90";" - Diğerleri :";;
"null";"1404.90.00.10.00";" - - Yontulmaya elverişli  sert taneler, çekirdekler, kabuklar, cevizler (ko-";;
"null";;"      rozo cevizi, dom palmiyesi cevizi ve benzerleri)";"-";10
"null";"1404.90.00.20.00";" - - Dolgu veya vatka olarak kullanılan türdeki bitkisel maddeler";;
"null";;"     (kapok, bitkisel tüy, zostera otu gibi) (başka maddelerden";;
"null";;"     bir mesnet üzerine veya tabakalar halinde tertiplenmiş";;
"null";;"     olsun olmasın)";"-";50
"null";"1404.90.00.30.00";" - - ÖzeIIikle fırça ve süpürge imalinde kullanılan türdeki bitkisel";;
"null";;"     maddeler (süpürge darısı, piassava, sedir otu ve istle gibi)";;
"null";;"     (bağ veya demet halinde olsun olmasın) ";"-";50
"null";;" - - Diğerleri:";;
"null";;" - - - Özellikle boyacılıkta veya debagatte kullanılan bitkisel";;
"null";;"       ham maddeler:";;
"null";"1404.90.00.91.00";" - - - - Kına";"-";100
"null";;" - - - - Diğerleri";;
"null";"1404.90.00.92.11";" - - - - - Cehri";"-";20
"null";"1404.90.00.92.12";" - - - - - Mazı";"-";20
"null";"1404.90.00.92.13";" - - - - - Somak";"-";20
"null";"1404.90.00.92.14";" - - - - - Palamut";"-";20
"null";"1404.90.00.92.15";" - - - - - Palamut tırnağı";"-";20
"null";"1404.90.00.92.16";" - - - - - Ceviz kökü";"-";20
"null";"1404.90.00.92.19";" - - - - - Diğerleri";"-";20
"null";;" - - - Diğerleri";;
"null";"1404.90.00.99.11";" - - - - Çöven";"-";25
"null";"1404.90.00.99.19";" - - - - Diğerleri";"-";25
