"null";"4801.00";"Gazete kağıdı (rulo veya tabaka halinde):";;
"null";"4801.00.00.10.00";" - % 70'den fazla odun hamuru içeren m² .ağırlığı 50-55gr. (dahil) arasında";;
"null";;"   olan kağıtlar";"-";25
"null";"4801.00.00.90.00";" - Diğerleri";"-";60
"null";;;;
"null";"48.02";"Sıvanmamış kağıt ve karton (yazma, basma ve diğer grafik işlerinde";;
"null";;"kullanılan türden) ve her boyutta perfore edilmemiş delikli kart ve ";;
"null";;"delikli şerit kağıt (rulo veya dikdörtgen (kare dahil) tabaka halinde) ";;
"null";;"(48.01 ve 48.03 pozisyonundaki kağıt hariç); el yapısı kağıt ve karton:";;
"null";"4802.10.00.00.00";" - El yapısı kağıt ve karton";"-";70
"null";"4802.20.00.00.00";" - Işığa, ısıya ve elektriğe karşı hassaslaştırılmış kağıt veya karton";;
"null";;"   imaline mahsus kağıt ve karton";"-";50
"null";"4802.40";" - Duvar kağıdı imaline mahsus kağıt:";;
"null";"4802.40.10.00.00";" - - Elyafı mekanik işlemle elde edilmeyenler veya mekanik işlemle elde";;
"null";;"     edilen elyaf miktarı toplam elyaf miktarının ağırlık itibariyle % 10'undan";;
"null";;"     fazla olmayanlar";"-";50
"null";;" - - Diğerleri:";;
"null";"4802.40.90.10.00";" - - - Ölçüsüne ve şekline göre kesilmiş";"-";60
"null";"4802.40.90.90.00";" - - - Diğerleri";"-";50
"null";;" - Diğer kağıt ve kartonlar (elyafı mekanik işlemle veya kimyasal-mekanik ";;
"null";;"   işlemle elde edilmeyenler veya bu şekillerde  elde edilen elyaf";;
"null";;"   miktarı, toplam elyaf miktarının ağırlık itibariyle % 10'undan fazla";;
"null";;"   olmayanlar):";;
"null";"4802.54.00.00.00";" - - m² ağırlığı 40 gr. dan az olanlar";"-";50
"null";"4802.55";" - - m². ağırlığı 40 gr. veya daha fazla olanlar, fakat 150 gr.ı (150 gr.dahil)";;
"null";;"     geçmeyenler, rulo halinde :";;
"null";;" - - - m². ağırlığı 40 gr veya daha fazla olanlar fakat 60 gr.ı geçmeyenler ";;
"null";"4802.55.15.10.00";" - - - - Baskı ve yazı kağıtları";"-";60
"null";"4802.55.15.30.00";" - - - - Resim kağıdı";"-";50
"null";;" - - - - Kartonlar";;
"null";"4802.55.15.50.11";" - - - - - Bristol karton ";"-";50
"null";"4802.55.15.50.19";" - - - - - Diğerleri ";"-";50
"null";;" - - - - Diğerleri";;
"null";;" - - - - - Karbon kağıdı imaline mahsus kağıtlar";;
"null";"4802.55.15.61.00";" - - - - - - Mekanik işlemle elde edilmiş olanlar";"-";25
"null";"4802.55.15.62.00";" - - - - - - Ölçüsüne ve şekline göre kesilmiş";"-";60
"null";;" - - - - - Diğerleri";;
"null";"4802.55.15.99.11";" - - - - - - Banknot ve benzeri kıymetli evraka mahsus kağıtlar";"-";50
"null";"4802.55.15.99.12";" - - - - - - Dekor kağıdı imaline mahsus kağıtlar";"-";50
"null";"4802.55.15.99.19";" - - - - - - Diğerleri";"-";50
"null";;" - - - m². ağırlığı 60 gr veya daha fazla olanlar fakat 75 gr.ı geçmeyenler ";;
"null";"4802.55.25.10.00";" - - - - Baskı ve yazı kağıtları";"-";60
"null";"4802.55.25.30.00";" - - - - Resim kağıdı";"-";50
"null";;" - - - - Kartonlar";;
"null";"4802.55.25.50.11";" - - - - - Bristol karton ";"-";50
"null";"4802.55.25.50.19";" - - - - - Diğerleri ";"-";50
"null";;" - - - - Diğerleri";;
"null";;" - - - - - Karbon kağıdı imaline mahsus kağıtlar";;
"null";"4802.55.25.61.00";" - - - - - - Mekanik işlemle elde edilmiş olanlar";"-";50
"null";"4802.55.25.62.00";" - - - - - - Ölçüsüne ve şekline göre kesilmiş";"-";50
"null";;" - - - - - Diğerleri";;
"null";"4802.55.25.99.11";" - - - - - - Banknot ve benzeri kıymetli evraka mahsus kağıtlar";"-";50
"null";"4802.55.25.99.12";" - - - - - - Dekor kağıdı imaline mahsus kağıtlar";"-";50
"null";"4802.55.25.99.19";" - - - - - - Diğerleri";"-";50
"null";;" - - - m². ağırlığı 75 gr veya daha fazla olanlar fakat 80 gr.ı geçmeyenler ";;
"null";"4802.55.30.10.00";" - - - - Baskı ve yazı kağıtları";"-";60
"null";"4802.55.30.30.00";" - - - - Resim kağıdı";"-";50
"null";;" - - - - Kartonlar";;
"null";"4802.55.30.50.11";" - - - - - Bristol karton ";"-";50
"null";"4802.55.30.50.19";" - - - - - Diğerleri ";"-";50
"null";;" - - - - Diğerleri";;
"null";;" - - - - - Karbon kağıdı imaline mahsus kağıtlar";;
"null";"4802.55.30.61.00";" - - - - - - Mekanik işlemle elde edilmiş olanlar";"-";25
"null";"4802.55.30.62.00";" - - - - - - Ölçüsüne ve şekline göre kesilmiş";"-";60
"null";;" - - - - - Diğerleri";;
"null";"4802.55.30.99.11";" - - - - - - Banknot ve benzeri kıymetli evraka mahsus kağıtlar";"-";50
"null";"4802.55.30.99.12";" - - - - - - Dekor kağıdı imaline mahsus kağıtlar";"-";50
"null";"4802.55.30.99.19";" - - - - - - Diğerleri";"-";50
"null";;" - - - m² ağırlığı 80 gr veya daha fazla olanlar ";;
"null";"4802.55.90.10.00";" - - - - Baskı ve yazı kağıtları";"-";60
"null";"4802.55.90.30.00";" - - - - Resim kağıdı";"-";50
"null";;" - - - - Kartonlar";;
"null";"4802.55.90.50.11";" - - - - - Bristol karton ";"-";50
