"null";"34.01";"Sabunlar; çubuk, kalıplanmış parça ve şekillerde olup sabun olarak";;
"null";;"kullanılan yüzeyaktif organik ürünler ve müstahzarlar (sabun";;
"null";;"içersin içermesin);cilt yıkamaya mahsus sıvı veya krem halinde ve ";;
"null";;"perakende satılacak hale getirilmiş yüzeyaktif organik ürünler ve";;
"null";;"müstahzarlar (sabun içersin içermesin);sabun veya deterjan";;
"null";;"emdirilmiş, sıvanmış veya kaplanmış kağıt,vatka,keçe ve";;
"null";;"dokunmamış mensucat :";;
"null";;" - Çubuk, kalıplanmış parça ve şekillerde sabun ve yüzeyaktif ";;
"null";;"   organik ürünler ve müstahzarlar ve sabun veya deterjan emdi -";;
"null";;"   rilmiş, sıvanmış veya kaplanmış kağıt, vatka, keçe ve dokunma-";;
"null";;"   mış mensucat:";;
"null";"3401.11";" - - Tuvalet için (tıbbi ürünler dahil) :";;
"null";"3401.11.00.10.00";" - - - Deterjan emdirilmiş kağıt ve vatka";"-";200
"null";"3401.11.00.20.00";" - - - Deterjan veya sabun emdirilmiş keçe";"-";50
"null";"3401.11.00.30.00";" - - - Sabun emdirilmiş kağıt ve vatka;deterjan ve sabun emdirilmiş";" ";
"null";;"        dokunmamış mensucat";"-";60
"null";"3401.11.00.90.00";" - - - Diğerleri";"-";35
"null";"3401.19";" - - Diğerleri :";" ";
"null";;" - - - Sabun ve deterjan emdirilmiş, sıvanmış veya kaplanmış kağıt";" ";
"null";;"        vatka, keçe ve dokunmamış mensucat :";" ";
"null";"3401.19.00.11.00";" - - - - Sabun emdirilmiş kağıt ve vatka";"-";60
"null";"3401.19.00.12.00";" - - - - Deterjan veya sabun emdirilmiş keçe";"-";50
"null";"3401.19.00.13.00";" - - - - Deterjan veya sabun emdirilmiş  dokunmamış mensucat";"-";60
"null";"3401.19.00.90.00";" - - - Diğerleri";"-";35
"null";"3401.20";" - Diğer şekillerdeki sabunlar:";" ";
"null";"3401.20.10.00.00";" - - İnce parça, pul, granül veya toz halinde olanlar";"-";60
"null";;" - - Diğerleri :";" ";
"null";"3401.20.90.10.00";" - - - Arap sabunu ve benzeri yumuşak sabunlar";"-";50
"null";;" - - - Diğerleri";" ";
"null";"3401.20.90.90.11";" - - - - Sıvı sabunlar";"-";60
"null";"3401.20.90.90.19";" - - - - Diğerleri";"-";60
"null";"3401.30.00.00.00";"- Cilt yıkanmasına mahsus sıvı veya krem halinde ve perakende";;
"null";;"satılacak hale getirilmiş,yüzeyaktif organik ürünler ve müstahzarlar";;
"null";;"(sabun içersin içermesin)";"-";60
"null";;;;
"null";"34.02";"Yüzeyaktif organik maddeler (sabunlar hariç); yüzeyaktif müstah-";;
"null";;"zarlar ; yıkama müstahzarları (yardımcı yıkama müstahzarları ";;
"null";;"dahil) ve temizleme müstahzarları (sabun içersin içermesin)";;
"null";;"(34.01 pozisyonundakiler hariç) :";;
"null";;" - Anyonlu yüzeyaktif organik maddeler (perakende satılacak hale getiril -";;
"null";;"   miş olsun olmasın):";;
"null";"3402.31.00.00.00";" - - Lineer alkil benzen sülfonik asitler ve tuzları";"-";35
"null";"3402.39";" - - Diğerleri :";;
"null";"3402.39.10.00.00";" - - - Ağırlık itibariyle % 30 veya daha fazla fakat % 50'den fazla olmayan";;
"null";;"       disodyum alkil [ oxydi (benzenesulphonate) ] içeren sulu çözeltiler";"-";35
"null";;" - - - Diğerleri:";;
