"null";"33.01";"Uçucu yağlar (terpeni alınmış olsun olmasın) (konkret veya";;
"null";;"sıvı halde olanlar dahil); rezinoitler, ekstraksiyonla elde edilen";;
"null";;"yağ reçineleri ; uçucu yağların, katı yağlarda, sabit yağlarda,";;
"null";;"mumlarda veya benzerlerinde ""enfleurage"" veya ""maserasyon""";;
"null";;"suretiyle elde edilen konsantreleri; uçucu yağların terpeninin";;
"null";;"alınmasından arta kalan terpenli yan ürünler; uçucu yağların";;
"null";;"damıtılmış suları ve sulu çözeltileri:";;
"null";;" - Turunçgillerin uçucu yağları:";;
"null";"3301.12";" - - Portakaldan elde edilenler:";;
"null";"3301.12.10.00.00";" - - - Terpeni alınmamış";"-";100
"null";"3301.12.90.00.00";" - - - Terpeni alınmış";"-";100
"null";"3301.13";" - - Limondan elde edilenler:";;
"null";"3301.13.10.00.00";" - - - Terpeni alınmamış";"-";100
"null";"3301.13.90.00.00";" - - - Terpeni alınmış";"-";100
"null";"3301.19";" - - Diğerleri:";;
"null";"3301.19.20.00.00";" - - - Terpeni alınmamış";"-";100
"null";"3301.19.80.00.00";" - - - Terpeni alınmış";"-";100
"null";;" - Uçucu yağlar (turunçgillerden elde edilenler hariç):";;
"null";"3301.24";" - - Nane (Mentha piperita)den elde edilenler:";;
"null";"3301.24.10.00.00";" - - - Terpeni alınmamış";"-";100
"null";"3301.24.90.00.00";" - - - Terpeni alınmış";"-";100
"null";"3301.25";" - - Diğer nanelerden elde edilenler:";;
"null";"3301.25.10.00.00";" - - - Terpeni alınmamış";"-";100
"null";"3301.25.90.00.00";" - - - Terpeni alınmış";"-";100
"null";"3301.29";" - - Diğerleri:";;
"null";;" - - - Karanfil, niyauli, ylang -ylangdan elde edilenler:";;
"null";;" - - - - Terpeni alınmamış :";;
"null";"3301.29.11.10.00";" - - - - - Ylang-ylang";"-";100
"null";"3301.29.11.90.00";" - - - - - Diğerleri";"-";100
"null";;" - - - - Terpeni alınmış :";;
"null";"3301.29.31.10.00";" - - - - - Ylang-ylang";"-";100
"null";"3301.29.31.90.00";" - - - - - Diğerleri";"-";100
"null";;" - - - Diğerleri:";;
"null";;" - - - - Terpeni alınmamış :";;
"null";"3301.29.42.00.00";" - - - - - Gülden elde edilenler";"-";100
"null";;" - - - - - Diğerleri:";;
"null";"3301.29.49.10.00";" - - - - - - Oğul otu (stronel) ndan elde edilenler";"-";100
"null";"3301.29.49.20.00";" - - - - - - Stearopten";"-";200
"null";;" - - - - - - Diğerleri :";;
"null";"3301.29.49.90.11";" - - - - - - - Kekik yağı";"-";100
"null";"3301.29.49.90.13";" - - - - - - - Biberiye yağı";"-";100
"null";"3301.29.49.90.14";" - - - - - - - Adaçayı yağı";"-";100
"null";"3301.29.49.90.15";" - - - - - - - Okaliptus yağı";"-";100
"null";"3301.29.49.90.18";" - - - - - - - Diğer uçucu yağlar";"-";100
"null";;" - - - - Terpeni alınmış :";;
"null";"3301.29.71.00.00";" - - - - - Itır çiçeği ( germenyum)'den; yaseminden;güve otu (vetiver)'dan ";;
"null";;"           elde edilenler";"-";100
"null";"3301.29.79.00.00";" - - - - - Lavantadan veya lavandinden (melez lavanta)  elde edilenler";"-";100
"null";;" - - - - - Diğerleri:";;
"null";"3301.29.91.10.00";" - - - - - - Oğul otu (stronel)ndan elde edilenler";"-";100
"null";"3301.29.91.90.00";" - - - - - - Diğerleri";"-";100
"null";"3301.30.00.00.00";" - Rezinoitler";"-";100
"null";"3301.90";" - Diğerleri:";;
"null";"3301.90.10.00.00";" - - Uçucu yağların terpeninin alınmasından arta kalan terpenli yan ürünler";"-";50
"null";;" - - Ekstraksiyonla elde edilen yağ reçineleri:";;
"null";" ";" - - - Meyan kökü ve şerbetçi otundan :";;
"null";" ";" - - - - Meyan kökünden: ";;
"null";"3301.90.21.11.00";" - - - - - İlaç sanayiinde kullanılanlar";"-";100
"null";"3301.90.21.19.00";" - - - - - Diğerleri";"-";100
"null";"3301.90.21.20.00";" - - - - Şerbetçi otundan";"-";100
"null";;" - - - Diğerleri :";;
"null";"3301.90.30.10.00";" - - - - Tıbbi";"-";100
"null";"3301.90.30.90.00";" - - - - Diğerleri";"-";100
"null";;" - - Diğerleri:";;
"null";"3301.90.90.10.00";" - - - Uçucu yağların damıtılmış aromatik suları ve sulu çözeltileri";"-";75
"null";"3301.90.90.90.00";" - - - Diğerleri";"-";100
"null";;;;
"null";"33.02";"Sanayiide hammadde olarak kullanılan koku veren maddelerin";;
